STATE,STATE_FIPS,YEAR,EVENT_TYPE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,BEGIN_LAT,BEGIN_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,0.00K,33.2337,-81.1572,"Tropical Storm Helene formed in the NW Caribbean Sea on September 24. Helene moved northward into the Gulf of Mexico where it strengthened into a hurricane on September 25. During the day on September 26, Helene remained off the coast of Florida and an upper low over the southeast US led to strong moisture transport and strong forcing over the area. Heavy rain rates and training bands led to flash flooding developing. Increasing shear associated with the hurricane also led to the development of several tornadoes in heavy rain bands.",SCDOT closed Middle Place Rd near Govan Rd due to flooding.
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,10.00K,33.2979,-81.035,"Tropical Storm Helene formed in the NW Caribbean Sea on September 24. Helene moved northward into the Gulf of Mexico where it strengthened into a hurricane on September 25. During the day on September 26, Helene remained off the coast of Florida and an upper low over the southeast US led to strong moisture transport and strong forcing over the area. Heavy rain rates and training bands led to flash flooding developing. Increasing shear associated with the hurricane also led to the development of several tornadoes in heavy rain bands.",Bamberg County Government reported significant flooding along Hwy 301 in the town of Bamberg.
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,5.00K,33.9732,-81.0161,"Tropical Storm Helene formed in the NW Caribbean Sea on September 24. Helene moved northward into the Gulf of Mexico where it strengthened into a hurricane on September 25. During the day on September 26, Helene remained off the coast of Florida and an upper low over the southeast US led to strong moisture transport and strong forcing over the area. Heavy rain rates and training bands led to flash flooding developing. Increasing shear associated with the hurricane also led to the development of several tornadoes in heavy rain bands.",Richland County EM reported a car stuck in floodwaters at Key Rd near Market St.
SOUTH CAROLINA,45,2024,Tornado,0,0,0,0,45.00K,33.9291,-80.4901,"Tropical Storm Helene formed in the NW Caribbean Sea on September 24. Helene moved northward into the Gulf of Mexico where it strengthened into a hurricane on September 25. Helene made landfall as a major hurricane in the Big Bend area of Florida the night of September 26 before quickly moving inland into east central Georgia by early morning on September 27. Helene weakened to a strong tropical storm and produced widespread significant wind damage, including wind gusts above 100 mph across east central Georgia and central South Carolina as well as numerous tornadoes. Numerous fatalities and injuries were reported associated with the passage of Helene.","A brief, but wide, EF-0 tornado associated with Hurricane Helene |began near Squaw Valley Road north of Wedgefield in Sumter County |at 532 AM. The tornado uprooted multiple trees and snapped large|branches as it moved north across Cane Savannah Rd and eventually|Route 76/378. It continued into a neighborhood causing additional|large tree damage, with a tree falling across Brookland Drive.|One home on Brookland Drive suffered damage from a large|tree falling on it, while other yards had multiple large limbs|snapped and/or trees uprooted. The tornado continued northwest|causing a large tree to uproot and fall across powerlines and|North Kings Highway which caused traffic delays. The tornado|turned slightly more northward where it uprooted trees and|snapped large limbs near the Beech Creek Golf Club before it|lifted around 538 AM."
SOUTH CAROLINA,45,2024,Tornado,0,0,0,0,0.00K,33.6433,-80.9454,"Tropical Storm Helene formed in the NW Caribbean Sea on September 24. Helene moved northward into the Gulf of Mexico where it strengthened into a hurricane on September 25. Helene made landfall as a major hurricane in the Big Bend area of Florida the night of September 26 before quickly moving inland into east central Georgia by early morning on September 27. Helene weakened to a strong tropical storm and produced widespread significant wind damage, including wind gusts above 100 mph across east central Georgia and central South Carolina as well as numerous tornadoes. Numerous fatalities and injuries were reported associated with the passage of Helene.","An EF1 tornado touched down associated with the outer bands of Helene in Calhoun County along Providence Rd near the Orangeburg County line. The tornado|produced EF1 damage to trees along Bull Swamp Rd near Kennerly Rd before continuing northwest, producing EF0 tree damage along Kennerly Rd. The tornado then continued into Lexington County."
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,10.00K,34.656,-83.119,"Scattered thunderstorms and storm clusters developed across upstate South Carolina during the afternoon into the evening. A few of the storms produced brief strong-to-damaging wind gusts. In addition, the storms tended to move slowly, and one slow-moving storm cluster produced very heavy rainfall and flash flooding in York County.",Public reported a large tree blew down onto and destroyed a car on Pump House Rd.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,35.03,-82.5,"Scattered thunderstorms and storm clusters developed across upstate South Carolina during the afternoon into the evening. A few of the storms produced brief strong-to-damaging wind gusts. In addition, the storms tended to move slowly, and one slow-moving storm cluster produced very heavy rainfall and flash flooding in York County.",Utility company reported several trees blown down on power lines in the Marietta area.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.562,-82.745,Widely scattered thunderstorms developed over upstate South Carolina throughout the afternoon. A couple of the storms produced brief damaging wind gusts.,Public reported multiple large trees blown down in the area around Upper View Terrace.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.54,-82.72,"Scattered thunderstorms and storm clusters developed across upstate South Carolina during the afternoon into the evening. A few of the storms produced brief strong-to-damaging wind gusts. In addition, the storms tended to move slowly, and one slow-moving storm cluster produced very heavy rainfall and flash flooding in York County.",Utility company reported trees blown down on power lines.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,50.00K,35.12,-81.52,"Scattered thunderstorms and storm clusters developed across upstate South Carolina during the afternoon into the evening. A few of the storms produced brief strong-to-damaging wind gusts. In addition, the storms tended to move slowly, and one slow-moving storm cluster produced very heavy rainfall and flash flooding in York County.","Emergency manager reported multiple trees blown down in the Blacksburg area, with some on houses and roads."
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,2.00K,35.029,-80.971,"Scattered thunderstorms and storm clusters developed across upstate South Carolina during the afternoon into the evening. A few of the storms produced brief strong-to-damaging wind gusts. In addition, the storms tended to move slowly, and one slow-moving storm cluster produced very heavy rainfall and flash flooding in York County.","Law enforcement reported Jones Branch overflowed its banks in the Fort Mill Area after 4 to 5 inches of rain fell in just a couple of hours in association with a slow-moving cluster of thunderstorms. Harris Rd was inundated near I-77 by water from the creek. Additionally, media reported that a portion of I-77 was closed in this same area due to several feet of water inundating the roadway. It was not clear if this water was due to a tributary of Jones Branch overflowing its banks, or due to poor drainage."
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,25.00K,34.862,-81.064,"The remnants Tropical Storm Debby made landfall in the Florida Big Bend on the 5th, lifted steadily northeast across southeast Georgia before turning north through the South Carolina coastal plain and the North Carolina Piedmont on the 7th and 8th. Rainfall amounts of 4 to 7 inches with locally higher amounts resulted in flash flooding across York County. In addition, very gusty winds caused scattered downed trees, which resulted in sporadic damage to structures.","Multiple sources reported flash flooding developed across a portion of York County, mainly in areas just west and southwest of Rock Hill, after 4 to 7 inches of rain fell. The main streams impacted were Wildcat Creek, Fishing Creek and their tributaries. Water from a tributary inundated King Drive and College Downs Park with several inches of water. Stony Fork flooded Skyline Road and Highway 324, as well as Rambo Rd, with water over several driveways and entering the crawlspace of at least one home and surrounding another. Water from a tributary of Stony Fork inundated Williamson Rd. Fishing Creek overflowed onto Ogden Rd. Finally, a stream gauge on Wildcat Creek at Robertson Rd exceeded its established flood stage, indicating inundation of McConnells Highway. In addition, Calabash Branch overflowed onto Calabash Rd in the Clover area."
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,1.00K,34.981,-81.939,"The remnants Tropical Storm Debby made landfall in the Florida Big Bend on the 5th, lifted steadily northeast across southeast Georgia before turning north through the South Carolina coastal plain and the North Carolina Piedmont on the 7th and 8th. Rainfall amounts of 4 to 7 inches with locally higher amounts resulted in flash flooding across York County. In addition, very gusty winds caused scattered downed trees, which resulted in sporadic damage to structures.","Emergency manager reported isolated flash flooding developed across northern Spartanburg County after 2 to 4 inches of rain fell in just a few hours. Fish Camp road was inundated by flood water, most likely from Little Buck Creek. Old Whitney Rd was closed on the north side of Spartanburg due to flooding from a tributary of Lawsons Fork Creek."
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,33.9201,-81.5049,"An upper trough axis remained just to the west of the forecast area with a stalled frontal boundary across the Midlands which became a focus for convection on the afternoon of 8/4. Strong instability developed by the afternoon with surface based CAPE values around 3000 J/kg, although wind shear remained weak, less than 25 knots. Mid level flow parallel to the northeast-southwest oriented frontal boundary increased the threat of training storms and flash flooding. Pre-existing extreme soil moisture from previous days of heavy rain significantly lowered flash flood guidance across parts of Richland county where flash flooding was again observed for the second consecutive day.",Trained spotter reports multiple large trees down near the intersection of E Columbia Ave and James St. Time estimated by radar.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.05,-80.96,Scattered strong thunderstorms moved through the Midlands producing scattered tree damage in the Columbia area.,SC Department of Public Safety reported a tree down on Arcadia Lake Drive.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,33.88,-81.19,"Scattered showers and thunderstorms developed across the forecast area which resulted in a singular report of wind damage in Lexington County, SC.",Pictures of tree damage to a property and adjacent wooded area on Pleasant View Drive in Lexington shared on social media. Time estimated by radar. Three inches of rain was also reported with this thunderstorm.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.42,-81.35,"The combination of a digging mid-level trough supported by a shortwave served as the forcing mechanism for thunderstorms across the Upstate of South Carolina. Strong to severe thunderstorms moved into the Northwestern Midlands during the evening hours resulting in areas of wind damage, especially across Newberry and Fairfield counties.",Fairfield County dispatch reported numerous trees down and power outages all across Fairfield County.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.36,-81.46,"The combination of a digging mid-level trough supported by a shortwave served as the forcing mechanism for thunderstorms across the Upstate of South Carolina. Strong to severe thunderstorms moved into the Northwestern Midlands during the evening hours resulting in areas of wind damage, especially across Newberry and Fairfield counties.",SC Highway Patrol reported a tree down near Highway 34 and Ringer Road.
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,0.00K,33.9631,-80.421,Training thunderstorms moved through Central Sumter County on the evening of August 12th producing up to 3.5 inches of rain in a few hours resulting in areas of localized flooding.,Sumter County dispatch reports flash flooding ongoing between Carter Road and Mason Road in Sumter.
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,5.00K,34.1501,-81.0004,"An upper trough and frontal boundary was approaching the region from the west. The atmosphere was quite unstable with surface based CAPE around 3000-4000 J/kg, 3000 J/kg of mixed layer CAPE. Wind shear was relatively weak with effective bulk shear less than 25 knots and atmospheric moisture was high with precipitable water values around 2 inches and dewpoints in the mid to upper 70s. Relatively weak wind shear combined with the very moist and unstable air mass supported slow moving and training thunderstorms conducive to flash flooding.  Several days of rainfall preceding this event contributed to the occurrence and severity of flash flooding in the Blythewood area and north of downtown Columbia due to saturated ground.",Columbia Fire responded to a vehicle caught in floodwaters along Fulmer Rd near Beasley Creek.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,35.01,-82.51,Scattered thunderstorms developed across upstate South Carolina during the afternoon. One of the storms produced brief damaging wind gusts in northern Greenville County.,Utility company reported trees blown down on power lines in the Marietta area.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.42,-81.71,"The combination of a digging mid-level trough supported by a shortwave served as the forcing mechanism for thunderstorms across the Upstate of South Carolina. Strong to severe thunderstorms moved into the Northwestern Midlands during the evening hours resulting in areas of wind damage, especially across Newberry and Fairfield counties.",SC Highway Patrol reported a tree down along I-26.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.27,-81.36,"The combination of a digging mid-level trough supported by a shortwave served as the forcing mechanism for thunderstorms across the Upstate of South Carolina. Strong to severe thunderstorms moved into the Northwestern Midlands during the evening hours resulting in areas of wind damage, especially across Newberry and Fairfield counties.",SC Highway Patrol reported trees down at Peak Road and Broad River Road.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.34,-81.68,"The combination of a digging mid-level trough supported by a shortwave served as the forcing mechanism for thunderstorms across the Upstate of South Carolina. Strong to severe thunderstorms moved into the Northwestern Midlands during the evening hours resulting in areas of wind damage, especially across Newberry and Fairfield counties.","Newberry County sheriff reported wind damage near the intersection of Beaver Dam Creek Road and US Highway 76. Damage included a tree on a house, shaved treetops, and uprooted hardwood trees. Time estimated by radar."
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.36,-81.67,"The combination of a digging mid-level trough supported by a shortwave served as the forcing mechanism for thunderstorms across the Upstate of South Carolina. Strong to severe thunderstorms moved into the Northwestern Midlands during the evening hours resulting in areas of wind damage, especially across Newberry and Fairfield counties.","SC Highway Patrol reported trees down along I-26, north of Jalapa."
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.33,-81.78,"The combination of a digging mid-level trough supported by a shortwave served as the forcing mechanism for thunderstorms across the Upstate of South Carolina. Strong to severe thunderstorms moved into the Northwestern Midlands during the evening hours resulting in areas of wind damage, especially across Newberry and Fairfield counties.",Newberry County dispatch reported multiple trees down along Bush River Road near Crowder Road. Time estimated by radar.
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,5.00K,34.2123,-80.886,"An upper trough and frontal boundary was approaching the region from the west. The atmosphere was quite unstable with surface based CAPE around 3000-4000 J/kg, 3000 J/kg of mixed layer CAPE. Wind shear was relatively weak with effective bulk shear less than 25 knots and atmospheric moisture was high with precipitable water values around 2 inches and dewpoints in the mid to upper 70s. Relatively weak wind shear combined with the very moist and unstable air mass supported slow moving and training thunderstorms conducive to flash flooding.  Several days of rainfall preceding this event contributed to the occurrence and severity of flash flooding in the Blythewood area and north of downtown Columbia due to saturated ground.",Columbia Fire Dept reported a person had to be rescued from a flooded vehicle along Bowhunter Dr.
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,10.00K,34.0662,-81.05,"An upper trough and frontal boundary was approaching the region from the west. The atmosphere was quite unstable with surface based CAPE around 3000-4000 J/kg, 3000 J/kg of mixed layer CAPE. Wind shear was relatively weak with effective bulk shear less than 25 knots and atmospheric moisture was high with precipitable water values around 2 inches and dewpoints in the mid to upper 70s. Relatively weak wind shear combined with the very moist and unstable air mass supported slow moving and training thunderstorms conducive to flash flooding.  Several days of rainfall preceding this event contributed to the occurrence and severity of flash flooding in the Blythewood area and north of downtown Columbia due to saturated ground.",SCHP reported a roadway washout at Blue Ridge Terrace and Monticello Rd.
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,10.00K,34.1328,-80.9752,"An upper trough and frontal boundary was approaching the region from the west. The atmosphere was quite unstable with surface based CAPE around 3000-4000 J/kg, 3000 J/kg of mixed layer CAPE. Wind shear was relatively weak with effective bulk shear less than 25 knots and atmospheric moisture was high with precipitable water values around 2 inches and dewpoints in the mid to upper 70s. Relatively weak wind shear combined with the very moist and unstable air mass supported slow moving and training thunderstorms conducive to flash flooding.  Several days of rainfall preceding this event contributed to the occurrence and severity of flash flooding in the Blythewood area and north of downtown Columbia due to saturated ground.",SCDOT reported a portion of Killian Rd west of I-77 had to be closed due to damage from flash flooding of a creek flowing over the road.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.376,-82.697,Widely scattered thunderstorms and isolated storm clusters moved across upstate South Carolina during the late afternoon and evening. A few of the storms produced damaging wind gusts.,County comms reported multiple trees blown down across the southern part of the county from Starr to near Honea Path.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.125,-82.188,Widely scattered thunderstorms and isolated storm clusters moved across upstate South Carolina during the late afternoon and evening. A few of the storms produced damaging wind gusts.,"County comms reported multiple trees blown down from south of Greenwood to Ninety Six. This included on Highway 221 at Whitehall Rd, on Holmes Rd, on Highway 178, and on Golf Course Rd at Aiton Rd."
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.19,-82.16,"Isolated thunderstorms and storm clusters moved across upstate South Carolina throughout the afternoon and evening. A couple of the storms produced brief damaging wind gusts. One cluster of storms became nearly stationary for a while across Spartanburg County during the evening, resulting in flash flooding.","Utility company reported several trees blown down in Greenwood and vicinity, some of which fell on power lines."
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.98,-81.95,"Isolated thunderstorms and storm clusters moved across upstate South Carolina throughout the afternoon and evening. A couple of the storms produced brief damaging wind gusts. One cluster of storms became nearly stationary for a while across Spartanburg County during the evening, resulting in flash flooding.",Public reported two trees blown down on Graham Rd at California Ave.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,33.79,-81.92,"The combination of a digging mid-level trough supported by a shortwave served as the forcing mechanism for thunderstorms across the Upstate of South Carolina. Strong to severe thunderstorms moved into the Northwestern Midlands during the evening hours resulting in areas of wind damage, especially across Newberry and Fairfield counties.",Edgefield County dispatch reported trees down along Addison Street in Edgefield.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,34.7217,-80.7686,Scattered strong to severe storms develop during the late afternoon hours on 8/18. The environment featured a gradient in instability with weaker instability across the western Midlands (mixed layer CAPE around 1000 J/kg) to stronger instability across the central and eastern Midlands (mixed layer CAPE around 2000-2500 J/kg) with sufficient effective bulk shear around 30-35 knots. There was a gradient in moisture with Precipitable water values ranging from 1.5 inches to 1.8 inches in the eastern counties. Some drier air aloft was moving into the area with some downsloping winds at 850/700mb as the upper trough axis approached. The best forcing remained to our north over VA/NC.,Lancaster county dispatch reported multiple trees down within the city limits.
SOUTH CAROLINA,45,2024,Hail,0,0,0,0,NA,34.7203,-80.7705,Scattered strong to severe storms develop during the late afternoon hours on 8/18. The environment featured a gradient in instability with weaker instability across the western Midlands (mixed layer CAPE around 1000 J/kg) to stronger instability across the central and eastern Midlands (mixed layer CAPE around 2000-2500 J/kg) with sufficient effective bulk shear around 30-35 knots. There was a gradient in moisture with Precipitable water values ranging from 1.5 inches to 1.8 inches in the eastern counties. Some drier air aloft was moving into the area with some downsloping winds at 850/700mb as the upper trough axis approached. The best forcing remained to our north over VA/NC.,Lancaster county 911 reported 1 inch hail at their location. Time estimated by radar.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,34.6932,-80.6552,Scattered strong to severe storms develop during the late afternoon hours on 8/18. The environment featured a gradient in instability with weaker instability across the western Midlands (mixed layer CAPE around 1000 J/kg) to stronger instability across the central and eastern Midlands (mixed layer CAPE around 2000-2500 J/kg) with sufficient effective bulk shear around 30-35 knots. There was a gradient in moisture with Precipitable water values ranging from 1.5 inches to 1.8 inches in the eastern counties. Some drier air aloft was moving into the area with some downsloping winds at 850/700mb as the upper trough axis approached. The best forcing remained to our north over VA/NC.,Lancaster county 911 reported multiple trees down on powerlines along Flat Creek Rd. Time estimated by radar.
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,0.00K,34.2319,-80.8655,"An upper trough and frontal boundary was approaching the region from the west. The atmosphere was quite unstable with surface based CAPE around 3000-4000 J/kg, 3000 J/kg of mixed layer CAPE. Wind shear was relatively weak with effective bulk shear less than 25 knots and atmospheric moisture was high with precipitable water values around 2 inches and dewpoints in the mid to upper 70s. Relatively weak wind shear combined with the very moist and unstable air mass supported slow moving and training thunderstorms conducive to flash flooding.  Several days of rainfall preceding this event contributed to the occurrence and severity of flash flooding in the Blythewood area and north of downtown Columbia due to saturated ground.",Fire rescue reported several feet of water flowing over Smyrna Church Rd at Flat Branch.
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,1.00K,34.2155,-80.8479,"An upper trough and frontal boundary was approaching the region from the west. The atmosphere was quite unstable with surface based CAPE around 3000-4000 J/kg, 3000 J/kg of mixed layer CAPE. Wind shear was relatively weak with effective bulk shear less than 25 knots and atmospheric moisture was high with precipitable water values around 2 inches and dewpoints in the mid to upper 70s. Relatively weak wind shear combined with the very moist and unstable air mass supported slow moving and training thunderstorms conducive to flash flooding.  Several days of rainfall preceding this event contributed to the occurrence and severity of flash flooding in the Blythewood area and north of downtown Columbia due to saturated ground.",Tookie Doo Lane impassable due to flash flooding of Flat Branch across the roadway.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,34.55,-80.58,"An upper trough and frontal boundary was approaching the region from the west. The atmosphere was quite unstable with surface based CAPE around 3000-4000 J/kg, 3000 J/kg of mixed layer CAPE. Wind shear was relatively weak with effective bulk shear less than 25 knots and atmospheric moisture was high with precipitable water values around 2 inches and dewpoints in the mid to upper 70s. Relatively weak wind shear combined with the very moist and unstable air mass supported slow moving and training thunderstorms conducive to flash flooding.  Several days of rainfall preceding this event contributed to the occurrence and severity of flash flooding in the Blythewood area and north of downtown Columbia due to saturated ground.",Lancaster County dispatch reported three trees down in the town of Kershaw. Time estimated by radar.
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,100.00K,35.013,-82.223,"Isolated thunderstorms and storm clusters moved across upstate South Carolina throughout the afternoon and evening. A couple of the storms produced brief damaging wind gusts. One cluster of storms became nearly stationary for a while across Spartanburg County during the evening, resulting in flash flooding.","Media reported flash flooding developed across the north side of Greer after after 2.5 to 4 inches of rain fell in just a couple of hours. A tributary of the Tyger River overflowed its banks, with water inundating roads of a subdivision, submerging vehicles and entering the lowest floor of some homes."
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,35.109,-82.168,Widely scattered thunderstorms and isolated storm clusters moved across upstate South Carolina during the late afternoon and evening. A few of the storms produced damaging wind gusts.,Emergency management reported a tree blown down at the intersection of Highway 357 and Skyline Dr and another nearby on Underwood Rd just north of Motlow Creek Rd.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,35.043,-81.996,Widely scattered thunderstorms and isolated storm clusters moved across upstate South Carolina during the late afternoon and evening. A few of the storms produced damaging wind gusts.,Emergency manager reported three trees blown along Old Furnace Rd between Sandy Dr and Sidney Walker Dr.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,35,-81.82,Widely scattered thunderstorms and isolated storm clusters moved across upstate South Carolina during the late afternoon and evening. A few of the storms produced damaging wind gusts.,Emergency management reported a tree blown down at the intersection of Dan River Rd and Highway 29 and power lines blown down in Cowpens.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.968,-82.008,Widely scattered thunderstorms and isolated storm clusters moved across upstate South Carolina during the late afternoon and evening. A few of the storms produced damaging wind gusts.,"Emergency management reported multiple trees blown down across Spartanburg, from the I-26 and Business I-85 interchange across the north side of the downtown area. Several trees fell across roads."
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.725,-81.686,Widely scattered thunderstorms and isolated storm clusters moved across upstate South Carolina during the late afternoon and evening. A few of the storms produced damaging wind gusts.,"County comms reported numerous trees blown down across the county, particularly in the city of Union."
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,33.19,-81.08,Scattered strong to severe storms develop during the late afternoon hours on 8/18. The environment featured a gradient in instability with weaker instability across the western Midlands (mixed layer CAPE around 1000 J/kg) to stronger instability across the central and eastern Midlands (mixed layer CAPE around 2000-2500 J/kg) with sufficient effective bulk shear around 30-35 knots. There was a gradient in moisture with Precipitable water values ranging from 1.5 inches to 1.8 inches in the eastern counties. Some drier air aloft was moving into the area with some downsloping winds at 850/700mb as the upper trough axis approached. The best forcing remained to our north over VA/NC.,Bamberg County dispatch reported a tree down over Erhardt Road near the intersection of Tabernacle Road. Time estimated by radar.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.16,-81.1,"The combination of a digging mid-level trough supported by a shortwave served as the forcing mechanism for thunderstorms across the Upstate of South Carolina. Strong to severe thunderstorms moved into the Northwestern Midlands during the evening hours resulting in areas of wind damage, especially across Newberry and Fairfield counties.",SC Highway Patrol reported multiple trees down along Monticello and Kinsler Roads. Time estimated by radar.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,33.58,-81.6,"An upper trough and frontal boundary was approaching the region from the west. The atmosphere was quite unstable with surface based CAPE around 3000-4000 J/kg, 3000 J/kg of mixed layer CAPE. Wind shear was relatively weak with effective bulk shear less than 25 knots and atmospheric moisture was high with precipitable water values around 2 inches and dewpoints in the mid to upper 70s. Relatively weak wind shear combined with the very moist and unstable air mass supported slow moving and training thunderstorms conducive to flash flooding.  Several days of rainfall preceding this event contributed to the occurrence and severity of flash flooding in the Blythewood area and north of downtown Columbia due to saturated ground.",Aiken County dispatch reported that a tree blocked the roadway near the intersection of New Holland Rd and Wagener Rd. Time estimated by radar.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,34.3308,-80.1766,"An upper trough and frontal boundary was approaching the region from the west. The atmosphere was quite unstable with surface based CAPE around 3000-4000 J/kg, 3000 J/kg of mixed layer CAPE. Wind shear was relatively weak with effective bulk shear less than 25 knots and atmospheric moisture was high with precipitable water values around 2 inches and dewpoints in the mid to upper 70s. Relatively weak wind shear combined with the very moist and unstable air mass supported slow moving and training thunderstorms conducive to flash flooding.  Several days of rainfall preceding this event contributed to the occurrence and severity of flash flooding in the Blythewood area and north of downtown Columbia due to saturated ground.",Lee County sheriff reported a tree down on Liberty Hill Rd. Time estimated by radar.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,34.149,-80.9471,"An upper trough and frontal boundary was approaching the region from the west. The atmosphere was quite unstable with surface based CAPE around 3000-4000 J/kg, 3000 J/kg of mixed layer CAPE. Wind shear was relatively weak with effective bulk shear less than 25 knots and atmospheric moisture was high with precipitable water values around 2 inches and dewpoints in the mid to upper 70s. Relatively weak wind shear combined with the very moist and unstable air mass supported slow moving and training thunderstorms conducive to flash flooding.  Several days of rainfall preceding this event contributed to the occurrence and severity of flash flooding in the Blythewood area and north of downtown Columbia due to saturated ground.",SCHP reported downed power lines along Landon Place Dr. Time estimated by radar.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,0.00K,34.43,-81.74,Widely scattered thunderstorms and isolated storm clusters moved across upstate South Carolina during the late afternoon and evening. A few of the storms produced damaging wind gusts.,County comms reported large tree limbs blown down and  obstructing traffic on I-26.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,33.8738,-80.8349,"An upper trough and frontal boundary was approaching the region from the west. The atmosphere was quite unstable with surface based CAPE around 3000-4000 J/kg, 3000 J/kg of mixed layer CAPE. Wind shear was relatively weak with effective bulk shear less than 25 knots and atmospheric moisture was high with precipitable water values around 2 inches and dewpoints in the mid to upper 70s. Relatively weak wind shear combined with the very moist and unstable air mass supported slow moving and training thunderstorms conducive to flash flooding.  Several days of rainfall preceding this event contributed to the occurrence and severity of flash flooding in the Blythewood area and north of downtown Columbia due to saturated ground.",SCHP reported a tree down along Clarkson Rd at North Line Rd.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,NA,33.8804,-80.7468,"An upper trough and frontal boundary was approaching the region from the west. The atmosphere was quite unstable with surface based CAPE around 3000-4000 J/kg, 3000 J/kg of mixed layer CAPE. Wind shear was relatively weak with effective bulk shear less than 25 knots and atmospheric moisture was high with precipitable water values around 2 inches and dewpoints in the mid to upper 70s. Relatively weak wind shear combined with the very moist and unstable air mass supported slow moving and training thunderstorms conducive to flash flooding.  Several days of rainfall preceding this event contributed to the occurrence and severity of flash flooding in the Blythewood area and north of downtown Columbia due to saturated ground.",SCHP reported a tree down on Old Isaac Rd.
